movie_id,title,full_title,year,imdb_url,url_title
876,Money Talks,Money Talks (1997),1997,http://us.imdb.com/M/title-exact?Money+Talks+(1997),Money+Talks+(1997)
877,Excess Baggage,Excess Baggage (1997),1997,http://us.imdb.com/M/title-exact?Excess+Baggage+(1997),Excess+Baggage+(1997)
878,That Darn Cat!,That Darn Cat! (1997),1997,http://us.imdb.com/M/title-exact?That%20Darn%20Cat%20(1997),That Darn Cat (1997)
879,"Peacemaker, The","Peacemaker, The (1997)",1997,http://us.imdb.com/M/title-exact?Peacemaker%2C+The+(1997),"Peacemaker,+The+(1997)"
880,Soul Food,Soul Food (1997),1997,http://us.imdb.com/M/title-exact?Soul+Food+(1997),Soul+Food+(1997)
881,Money Talks,Money Talks (1997),1997,http://us.imdb.com/M/title-exact?Money+Talks+(1997),Money+Talks+(1997)
882,Washington Square,Washington Square (1997),1997,http://us.imdb.com/M/title-exact?Washington+Square+(1997),Washington+Square+(1997)
883,Telling Lies in America,Telling Lies in America (1997),1997,http://us.imdb.com/M/title-exact?Telling+Lies+in+America+(1997),Telling+Lies+in+America+(1997)
884,Year of the Horse,Year of the Horse (1997),1997,http://us.imdb.com/M/title-exact?Year+of+the+Horse+(1997),Year+of+the+Horse+(1997)
885,Phantoms,Phantoms (1998),1998,http://us.imdb.com/M/title-exact?Phantoms+(1998),Phantoms+(1998)
886,"Life Less Ordinary, A","Life Less Ordinary, A (1997)",1997,"http://us.imdb.com/M/title-exact?Life+Less+Ordinary,+A+(1997)","Life+Less+Ordinary,+A+(1997)"
887,Eve's Bayou,Eve's Bayou (1997),1997,http://us.imdb.com/M/title-exact?Eve's+Bayou+(1997),Eve's+Bayou+(1997)
888,One Night Stand,One Night Stand (1997),1997,http://us.imdb.com/M/title-exact?One+Night+Stand+(1997),One+Night+Stand+(1997)
889,"Tango Lesson, The","Tango Lesson, The (1997)",1997,"http://us.imdb.com/M/title-exact?Tango+Lesson,+The+(1997)","Tango+Lesson,+The+(1997)"
890,Mortal Kombat: Annihilation,Mortal Kombat: Annihilation (1997),1997,http://us.imdb.com/M/title-exact?Mortal+Kombat%3A+Annihilation+(1997),Mortal+Kombat:+Annihilation+(1997)
891,Bent,Bent (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-118698,imdb-title-118698
892,Flubber,Flubber (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-119137,imdb-title-119137
893,For Richer or Poorer,For Richer or Poorer (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-119142,imdb-title-119142
894,Home Alone 3,Home Alone 3 (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-119303,imdb-title-119303
895,Scream 2,Scream 2 (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-120082,imdb-title-120082
896,"Sweet Hereafter, The","Sweet Hereafter, The (1997)",1997,http://us.imdb.com/M/title-exact?Sweet+Hereafter%2C+The+(1997),"Sweet+Hereafter,+The+(1997)"
897,Time Tracers,Time Tracers (1995),1995,http://us.imdb.com/M/title-exact?imdb-title-128755,imdb-title-128755
898,"Postman, The","Postman, The (1997)",1997,http://us.imdb.com/M/title-exact?imdb-title-119925,imdb-title-119925
899,"Winter Guest, The","Winter Guest, The (1997)",1997,http://us.imdb.com/M/title-exact?imdb-title-120521,imdb-title-120521
900,Kundun,Kundun (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-119485,imdb-title-119485
901,Mr. Magoo,Mr. Magoo (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-119718,imdb-title-119718
902,"Big Lebowski, The","Big Lebowski, The (1998)",1998,http://us.imdb.com/M/title-exact?imdb-title-118715,imdb-title-118715
903,Afterglow,Afterglow (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-118566,imdb-title-118566
904,Ma vie en rose (My Life in Pink),Ma vie en rose (My Life in Pink) (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-119590,imdb-title-119590
905,Great Expectations,Great Expectations (1998),1998,http://us.imdb.com/M/title-exact?imdb-title-119223,imdb-title-119223
906,Oscar & Lucinda,Oscar & Lucinda (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-119843,imdb-title-119843
907,Vermin,Vermin (1998),1998,http://us.imdb.com/M/title-exact?imdb-title-120881,imdb-title-120881
908,Half Baked,Half Baked (1998),1998,http://us.imdb.com/M/title-exact?imdb-title-120693,imdb-title-120693
909,Dangerous Beauty,Dangerous Beauty (1998),1998,http://us.imdb.com/M/title-exact?imdb-title-118892,imdb-title-118892
910,Nil By Mouth,Nil By Mouth (1997),1997,http://us.imdb.com/Title?Nil+By+Mouth+(1997),Nil By Mouth (1997)
911,Twilight,Twilight (1998),1998,http://us.imdb.com/M/title-exact?imdb-title-119594,imdb-title-119594
912,U.S. Marshalls,U.S. Marshalls (1998),1998,http://us.imdb.com/Title?U.S.+Marshals+(1998),U.S. Marshals (1998)
913,Love and Death on Long Island,Love and Death on Long Island (1997),1997,http://us.imdb.com/Title?Love+and+Death+on+Long+Island+(1997),Love and Death on Long Island (1997)
914,Wild Things,Wild Things (1998),1998,http://us.imdb.com/Title?Wild+Things+(1998),Wild Things (1998)
915,Primary Colors,Primary Colors (1998),1998,http://us.imdb.com/Title?Primary+Colors+(1998),Primary Colors (1998)
916,Lost in Space,Lost in Space (1998),1998,http://us.imdb.com/Title?Lost+in+Space+(1998),Lost in Space (1998)
917,Mercury Rising,Mercury Rising (1998),1998,http://us.imdb.com/Title?Mercury+Rising+(1998),Mercury Rising (1998)
918,City of Angels,City of Angels (1998),1998,http://us.imdb.com/Title?City+of+Angels+(1998),City of Angels (1998)
919,"City of Lost Children, The","City of Lost Children, The (1995)",1995,"http://us.imdb.com/Title?Cit%E9+des+enfants+perdus,+La+(1995)","Cit%E9 des enfants perdus, La (1995)"
920,Two Bits,Two Bits (1995),1995,http://us.imdb.com/M/title-exact?Two%20Bits%20(1995),Two Bits (1995)
921,Farewell My Concubine,Farewell My Concubine (1993),1993,http://us.imdb.com/M/title-exact?Ba%20Wang%20Bie%20Ji%20(1993),Ba Wang Bie Ji (1993)
922,Dead Man,Dead Man (1995),1995,http://us.imdb.com/M/title-exact?Dead%20Man%20(1995),Dead Man (1995)
923,Raise the Red Lantern,Raise the Red Lantern (1991),1991,http://us.imdb.com/M/title-exact?Da%20Hong%20Deng%20Long%20Gao%20Gao%20Gua%20(1991),Da Hong Deng Long Gao Gao Gua (1991)
924,White Squall,White Squall (1996),1996,http://us.imdb.com/M/title-exact?White%20Squall%20(1996),White Squall (1996)
925,Unforgettable,Unforgettable (1996),1996,http://us.imdb.com/Title?Unforgettable+(1996),Unforgettable (1996)
926,Down Periscope,Down Periscope (1996),1996,http://us.imdb.com/M/title-exact?Down%20Periscope%20(1996),Down Periscope (1996)
927,"Flower of My Secret, The (Flor de mi secreto, La)","Flower of My Secret, The (Flor de mi secreto, La) (1995)",1995,"http://us.imdb.com/M/title-exact?Flor%20de%20mi%20secreto,%20La%20(1995)","Flor de mi secreto, La (1995)"
928,"Craft, The","Craft, The (1996)",1996,"http://us.imdb.com/M/title-exact?Craft,%20The%20(1996)","Craft, The (1996)"
929,Harriet the Spy,Harriet the Spy (1996),1996,http://us.imdb.com/M/title-exact?Harriet%20the%20Spy%20(1996),Harriet the Spy (1996)
930,Chain Reaction,Chain Reaction (1996),1996,http://us.imdb.com/M/title-exact?Chain%20Reaction%20(1996),Chain Reaction (1996)
931,"Island of Dr. Moreau, The","Island of Dr. Moreau, The (1996)",1996,"http://us.imdb.com/M/title-exact?Island%20of%20Dr.%20Moreau,%20The%20(1996)","Island of Dr. Moreau, The (1996)"
932,First Kid,First Kid (1996),1996,http://us.imdb.com/M/title-exact?First%20Kid%20(1996),First Kid (1996)
933,"Funeral, The","Funeral, The (1996)",1996,"http://us.imdb.com/M/title-exact?Funeral,%20The%20(1996)","Funeral, The (1996)"
934,"Preacher's Wife, The","Preacher's Wife, The (1996)",1996,"http://us.imdb.com/M/title-exact?Preacher's%20Wife,%20The%20(1996)","Preacher's Wife, The (1996)"
935,Paradise Road,Paradise Road (1997),1997,http://us.imdb.com/M/title-exact?Paradise%20Road%20%281997%29,Paradise Road (1997)
936,Brassed Off,Brassed Off (1996),1996,http://us.imdb.com/M/title-exact?Brassed%20Off%20%281996%29,Brassed Off (1996)
937,"Thousand Acres, A","Thousand Acres, A (1997)",1997,http://us.imdb.com/M/title-exact?Thousand+Acres%2C+A+(1997),"Thousand+Acres,+A+(1997)"
938,"Smile Like Yours, A","Smile Like Yours, A (1997)",1997,http://us.imdb.com/M/title-exact?Smile+Like+Yours%2C+A+(1997),"Smile+Like+Yours,+A+(1997)"
939,Murder in the First,Murder in the First (1995),1995,http://us.imdb.com/M/title-exact?Murder%20in%20the%20First%20(1995),Murder in the First (1995)
940,Airheads,Airheads (1994),1994,http://us.imdb.com/M/title-exact?Airheads%20(1994),Airheads (1994)
941,With Honors,With Honors (1994),1994,http://us.imdb.com/M/title-exact?With%20Honors%20(1994),With Honors (1994)
942,What's Love Got to Do with It,What's Love Got to Do with It (1993),1993,http://us.imdb.com/M/title-exact?What's%20Love%20Got%20to%20Do%20with%20It%20(1993),What's Love Got to Do with It (1993)
943,Killing Zoe,Killing Zoe (1994),1994,http://us.imdb.com/M/title-exact?Killing%20Zoe%20(1994),Killing Zoe (1994)
944,Renaissance Man,Renaissance Man (1994),1994,http://us.imdb.com/M/title-exact?Renaissance%20Man%20(1994),Renaissance Man (1994)
945,Charade,Charade (1963),1963,http://us.imdb.com/M/title-exact?Charade%20(1963),Charade (1963)
946,"Fox and the Hound, The","Fox and the Hound, The (1981)",1981,"http://us.imdb.com/M/title-exact?Fox%20and%20the%20Hound,%20The%20(1981)","Fox and the Hound, The (1981)"
947,"Big Blue, The (Grand bleu, Le)","Big Blue, The (Grand bleu, Le) (1988)",1988,"http://us.imdb.com/M/title-exact?Grand%20bleu,%20Le%20(1988)","Grand bleu, Le (1988)"
948,Booty Call,Booty Call (1997),1997,http://us.imdb.com/M/title-exact?Booty%20Call%20(1997),Booty Call (1997)
949,How to Make an American Quilt,How to Make an American Quilt (1995),1995,http://us.imdb.com/M/title-exact?How%20to%20Make%20an%20American%20Quilt%20(1995),How to Make an American Quilt (1995)
950,Georgia,Georgia (1995),1995,http://us.imdb.com/M/title-exact?Georgia%20(1995),Georgia (1995)
951,"Indian in the Cupboard, The","Indian in the Cupboard, The (1995)",1995,"http://us.imdb.com/M/title-exact?Indian%20in%20the%20Cupboard,%20The%20(1995)","Indian in the Cupboard, The (1995)"
952,Blue in the Face,Blue in the Face (1995),1995,http://us.imdb.com/M/title-exact?Blue%20in%20the%20Face%20(1995),Blue in the Face (1995)
953,Unstrung Heroes,Unstrung Heroes (1995),1995,http://us.imdb.com/M/title-exact?Unstrung%20Heroes%20(1995),Unstrung Heroes (1995)
954,Unzipped,Unzipped (1995),1995,http://us.imdb.com/M/title-exact?Unzipped%20(1995),Unzipped (1995)
955,Before Sunrise,Before Sunrise (1995),1995,http://us.imdb.com/M/title-exact?Before%20Sunrise%20(1995),Before Sunrise (1995)
956,Nobody's Fool,Nobody's Fool (1994),1994,http://us.imdb.com/M/title-exact?Nobody's%20Fool%20(1994),Nobody's Fool (1994)
957,Pushing Hands,Pushing Hands (1992),1992,http://us.imdb.com/M/title-exact?Tui%20Shou%20(1992),Tui Shou (1992)
958,To Live (Huozhe),To Live (Huozhe) (1994),1994,http://us.imdb.com/M/title-exact?Huozhe%20(1994),Huozhe (1994)
959,Dazed and Confused,Dazed and Confused (1993),1993,http://us.imdb.com/M/title-exact?Dazed%20and%20Confused%20(1993),Dazed and Confused (1993)
960,Naked,Naked (1993),1993,http://us.imdb.com/M/title-exact?Naked%20(1993),Naked (1993)
961,Orlando,Orlando (1993),1993,http://us.imdb.com/M/title-exact?Orlando%20(1993),Orlando (1993)
962,Ruby in Paradise,Ruby in Paradise (1993),1993,http://us.imdb.com/M/title-exact?Ruby%20in%20Paradise%20(1993),Ruby in Paradise (1993)
963,Some Folks Call It a Sling Blade,Some Folks Call It a Sling Blade (1993),1993,http://us.imdb.com/M/title-exact?Some%20Folks%20Call%20It%20a%20Sling%20Blade%20(1993),Some Folks Call It a Sling Blade (1993)
964,"Month by the Lake, A","Month by the Lake, A (1995)",1995,"http://us.imdb.com/M/title-exact?Month%20by%20The%20Lake,%20A%20(1995)","Month by The Lake, A (1995)"
965,Funny Face,Funny Face (1957),1957,http://us.imdb.com/M/title-exact?Funny%20Face%20(1957),Funny Face (1957)
966,"Affair to Remember, An","Affair to Remember, An (1957)",1957,"http://us.imdb.com/M/title-exact?Affair%20to%20Remember,%20An%20(1957)","Affair to Remember, An (1957)"
967,Little Lord Fauntleroy,Little Lord Fauntleroy (1936),1936,http://us.imdb.com/M/title-exact?Little%20Lord%20Fauntleroy%20(1936),Little Lord Fauntleroy (1936)
968,"Inspector General, The","Inspector General, The (1949)",1949,"http://us.imdb.com/M/title-exact?Inspector%20General,%20The%20(1949)","Inspector General, The (1949)"
969,Winnie the Pooh and the Blustery Day,Winnie the Pooh and the Blustery Day (1968),1968,http://us.imdb.com/M/title-exact?Winnie%20the%20Pooh%20and%20the%20Blustery%20Day%20%281968%29,Winnie the Pooh and the Blustery Day (1968)
970,Hear My Song,Hear My Song (1991),1991,http://us.imdb.com/M/title-exact?Hear%20My%20Song%20(1991),Hear My Song (1991)
971,Mediterraneo,Mediterraneo (1991),1991,http://us.imdb.com/M/title-exact?Mediterraneo%20(1991),Mediterraneo (1991)
972,Passion Fish,Passion Fish (1992),1992,http://us.imdb.com/M/title-exact?Passion%20Fish%20(1992),Passion Fish (1992)
973,Grateful Dead,Grateful Dead (1995),1995,http://us.imdb.com/M/title-exact?Grateful%20Dead%20(1995),Grateful Dead (1995)
974,Eye for an Eye,Eye for an Eye (1996),1996,http://us.imdb.com/Title?Eye+for+an+Eye+(1996),Eye for an Eye (1996)
975,Fear,Fear (1996),1996,http://us.imdb.com/M/title-exact?Fear%20(1996),Fear (1996)
976,Solo,Solo (1996),1996,http://us.imdb.com/M/title-exact?Solo%20(1996),Solo (1996)
977,"Substitute, The","Substitute, The (1996)",1996,"http://us.imdb.com/M/title-exact?Substitute,%20The%20(1996)","Substitute, The (1996)"
978,Heaven's Prisoners,Heaven's Prisoners (1996),1996,http://us.imdb.com/M/title-exact?Heaven's%20Prisoners%20(1996),Heaven's Prisoners (1996)
979,"Trigger Effect, The","Trigger Effect, The (1996)",1996,"http://us.imdb.com/M/title-exact?Trigger%20Effect,%20The%20(1996)","Trigger Effect, The (1996)"
980,Mother Night,Mother Night (1996),1996,http://us.imdb.com/M/title-exact?Mother%20Night%20(1996),Mother Night (1996)
981,Dangerous Ground,Dangerous Ground (1997),1997,http://us.imdb.com/M/title-exact?Dangerous%20Ground%20(1997),Dangerous Ground (1997)
982,Maximum Risk,Maximum Risk (1996),1996,http://us.imdb.com/M/title-exact?Maximum%20Risk%20(1996),Maximum Risk (1996)
983,"Rich Man's Wife, The","Rich Man's Wife, The (1996)",1996,"http://us.imdb.com/M/title-exact?Rich%20Man's%20Wife,%20The%20(1996)","Rich Man's Wife, The (1996)"
984,Shadow Conspiracy,Shadow Conspiracy (1997),1997,http://us.imdb.com/M/title-exact?Shadow%20Conspiracy%20(1997),Shadow Conspiracy (1997)
985,Blood & Wine,Blood & Wine (1997),1997,http://us.imdb.com/Title?Blood+%26+Wine+(1997),Blood %26 Wine (1997)
986,Turbulence,Turbulence (1997),1997,http://us.imdb.com/M/title-exact?Turbulence%20(1997),Turbulence (1997)
987,Underworld,Underworld (1997),1997,http://us.imdb.com/M/title-exact?Underworld%20(1997),Underworld (1997)
988,"Beautician and the Beast, The","Beautician and the Beast, The (1997)",1997,"http://us.imdb.com/M/title-exact?Beautician%20and%20the%20Beast,%20The%20(1997)","Beautician and the Beast, The (1997)"
989,Cats Don't Dance,Cats Don't Dance (1997),1997,http://us.imdb.com/M/title-exact?Cats%20Don%27t%20Dance%20(1997),Cats Don't Dance (1997)
990,Anna Karenina,Anna Karenina (1997),1997,http://us.imdb.com/M/title-exact?Anna%20Karenina%20%281997%29,Anna Karenina (1997)
991,Keys to Tulsa,Keys to Tulsa (1997),1997,http://us.imdb.com/Title?Keys+to+Tulsa+(1997),Keys to Tulsa (1997)
992,Head Above Water,Head Above Water (1996),1996,http://us.imdb.com/M/title-exact?Head+Above+Water+(1996),Head+Above+Water+(1996)
993,Hercules,Hercules (1997),1997,http://us.imdb.com/M/title-exact?Hercules+(1997),Hercules+(1997)
994,"Last Time I Committed Suicide, The","Last Time I Committed Suicide, The (1997)",1997,http://us.imdb.com/M/title-exact?Last+Time+I+Committed+Suicide%2C+The+(1997),"Last+Time+I+Committed+Suicide,+The+(1997)"
995,"Kiss Me, Guido","Kiss Me, Guido (1997)",1997,http://us.imdb.com/M/title-exact?Kiss+Me%2C+Guido+(1997),"Kiss+Me,+Guido+(1997)"
996,"Big Green, The","Big Green, The (1995)",1995,"http://us.imdb.com/M/title-exact?Big%20Green,%20The%20(1995)","Big Green, The (1995)"
997,Stuart Saves His Family,Stuart Saves His Family (1995),1995,http://us.imdb.com/M/title-exact?Stuart%20Saves%20His%20Family%20(1995),Stuart Saves His Family (1995)
998,Cabin Boy,Cabin Boy (1994),1994,http://us.imdb.com/M/title-exact?Cabin%20Boy%20(1994),Cabin Boy (1994)
999,Clean Slate,Clean Slate (1994),1994,http://us.imdb.com/M/title-exact?Clean%20Slate%20(1994),Clean Slate (1994)
1000,Lightning Jack,Lightning Jack (1994),1994,http://us.imdb.com/M/title-exact?Lightning%20Jack%20(1994),Lightning Jack (1994)
1001,"Stupids, The","Stupids, The (1996)",1996,"http://us.imdb.com/M/title-exact?Stupids,%20The%20(1996)","Stupids, The (1996)"
1002,"Pest, The","Pest, The (1997)",1997,"http://us.imdb.com/M/title-exact?Pest,%20The%20(1997)","Pest, The (1997)"
1003,That Darn Cat!,That Darn Cat! (1997),1997,http://us.imdb.com/M/title-exact?That%20Darn%20Cat%20(1997),That Darn Cat (1997)
1004,Geronimo: An American Legend,Geronimo: An American Legend (1993),1993,http://us.imdb.com/M/title-exact?Geronimo:%20An%20American%20Legend%20(1993),Geronimo: An American Legend (1993)
1005,"Double vie de Véronique, La (Double Life of Veronique, The)","Double vie de Véronique, La (Double Life of Veronique, The) (1991)",1991,http://us.imdb.com/M/title-exact?Podwojne%20zycie%20Weroniki%20(1991),Podwojne zycie Weroniki (1991)
1006,Until the End of the World (Bis ans Ende der Welt),Until the End of the World (Bis ans Ende der Welt) (1991),1991,http://us.imdb.com/M/title-exact?Bis%20ans%20Ende%20der%20Welt%20(1991),Bis ans Ende der Welt (1991)
1007,Waiting for Guffman,Waiting for Guffman (1996),1996,http://us.imdb.com/M/title-exact?Waiting%20for%20Guffman%20(1996),Waiting for Guffman (1996)
1008,I Shot Andy Warhol,I Shot Andy Warhol (1996),1996,http://us.imdb.com/M/title-exact?I%20Shot%20Andy%20Warhol%20(1996),I Shot Andy Warhol (1996)
1009,Stealing Beauty,Stealing Beauty (1996),1996,http://us.imdb.com/M/title-exact?Stealing%20Beauty%20(1996),Stealing Beauty (1996)
1010,Basquiat,Basquiat (1996),1996,http://us.imdb.com/M/title-exact?Basquiat%20(1996),Basquiat (1996)
1011,2 Days in the Valley,2 Days in the Valley (1996),1996,http://us.imdb.com/M/title-exact?2%20Days%20in%20the%20Valley%20(1996),2 Days in the Valley (1996)
1012,Private Parts,Private Parts (1997),1997,http://us.imdb.com/M/title-exact?Private%20Parts%20(1997),Private Parts (1997)
1013,Anaconda,Anaconda (1997),1997,http://us.imdb.com/M/title-exact?Anaconda%20%281997%29,Anaconda (1997)
1014,Romy and Michele's High School Reunion,Romy and Michele's High School Reunion (1997),1997,http://us.imdb.com/M/title-exact?Romy%20and%20Michele%27s%20High%20School%20Reunion%20%281997%29,Romy and Michele's High School Reunion (1997)
1015,Shiloh,Shiloh (1997),1997,http://us.imdb.com/M/title-exact?Shiloh%20%281997%29,Shiloh (1997)
1016,Con Air,Con Air (1997),1997,http://us.imdb.com/M/title-exact?Con%20Air%20%281997%29,Con Air (1997)
1017,Trees Lounge,Trees Lounge (1996),1996,http://us.imdb.com/M/title-exact?Trees%20Lounge%20(1996),Trees Lounge (1996)
1018,Tie Me Up! Tie Me Down!,Tie Me Up! Tie Me Down! (1990),1990,http://us.imdb.com/Title?%A1%C1tame%21+(1990),%A1%C1tame%21 (1990)
1019,"Die xue shuang xiong (Killer, The)","Die xue shuang xiong (Killer, The) (1989)",1989,http://us.imdb.com/M/title-exact?Die%20xue%20shuang%20xiong%20(1989),Die xue shuang xiong (1989)
1020,Gaslight,Gaslight (1944),1944,http://us.imdb.com/M/title-exact?Gaslight%20(1944),Gaslight (1944)
1021,8 1/2,8 1/2 (1963),1963,http://us.imdb.com/M/title-exact?8%201/2%20(1963),8 1/2 (1963)
1022,"Fast, Cheap & Out of Control","Fast, Cheap & Out of Control (1997)",1997,"http://us.imdb.com/M/title-exact?Fast,+Cheap+&+Out+of+Control+(1997)","Fast,+Cheap+&+Out+of+Control+(1997)"
1023,Fathers' Day,Fathers' Day (1997),1997,http://us.imdb.com/M/title-exact?Fathers%27%20Day%20%281997%29,Fathers' Day (1997)
1024,Mrs. Dalloway,Mrs. Dalloway (1997),1997,http://us.imdb.com/M/title-exact?Mrs%2E+Dalloway+(1997),Mrs.+Dalloway+(1997)
1025,Fire Down Below,Fire Down Below (1997),1997,http://us.imdb.com/M/title-exact?Fire+Down+Below+(1997),Fire+Down+Below+(1997)
1026,"Lay of the Land, The","Lay of the Land, The (1997)",1997,http://us.imdb.com/M/title-exact?Lay+of+the+Land%2C+The+(1997),"Lay+of+the+Land,+The+(1997)"
1027,"Shooter, The","Shooter, The (1995)",1995,"http://us.imdb.com/M/title-exact?Shooter,%20The%20(1995)","Shooter, The (1995)"
1028,Grumpier Old Men,Grumpier Old Men (1995),1995,http://us.imdb.com/M/title-exact?Grumpier%20Old%20Men%20(1995),Grumpier Old Men (1995)
1029,Jury Duty,Jury Duty (1995),1995,http://us.imdb.com/M/title-exact?Jury%20Duty%20(1995),Jury Duty (1995)
1030,"Beverly Hillbillies, The","Beverly Hillbillies, The (1993)",1993,"http://us.imdb.com/M/title-exact?Beverly%20Hillbillies,%20The%20(1993)","Beverly Hillbillies, The (1993)"
1031,Lassie,Lassie (1994),1994,http://us.imdb.com/M/title-exact?Lassie%20(1994),Lassie (1994)
1032,Little Big League,Little Big League (1994),1994,http://us.imdb.com/M/title-exact?Little%20Big%20League%20(1994),Little Big League (1994)
1033,Homeward Bound II: Lost in San Francisco,Homeward Bound II: Lost in San Francisco (1996),1996,http://us.imdb.com/M/title-exact?Homeward%20Bound%20II:%20Lost%20in%20San%20Francisco%20(1996),Homeward Bound II: Lost in San Francisco (1996)
1034,"Quest, The","Quest, The (1996)",1996,"http://us.imdb.com/M/title-exact?Quest,%20The%20(1996/I)","Quest, The (1996/I)"
1035,Cool Runnings,Cool Runnings (1993),1993,http://us.imdb.com/M/title-exact?Cool%20Runnings%20(1993),Cool Runnings (1993)
1036,Drop Dead Fred,Drop Dead Fred (1991),1991,http://us.imdb.com/M/title-exact?Drop%20Dead%20Fred%20(1991),Drop Dead Fred (1991)
1037,Grease 2,Grease 2 (1982),1982,http://us.imdb.com/M/title-exact?Grease%202%20(1982),Grease 2 (1982)
1038,Switchback,Switchback (1997),1997,http://us.imdb.com/M/title-exact?Switchback+(1997),Switchback+(1997)
1039,Hamlet,Hamlet (1996),1996,http://us.imdb.com/M/title-exact?Hamlet%20(1996),Hamlet (1996)
1040,Two if by Sea,Two if by Sea (1996),1996,http://us.imdb.com/M/title-exact?Two%20if%20by%20Sea%20(1996),Two if by Sea (1996)
1041,Forget Paris,Forget Paris (1995),1995,http://us.imdb.com/M/title-exact?Forget%20Paris%20(1995),Forget Paris (1995)
1042,Just Cause,Just Cause (1995),1995,http://us.imdb.com/M/title-exact?Just%20Cause%20(1995),Just Cause (1995)
1043,Rent-a-Kid,Rent-a-Kid (1995),1995,http://us.imdb.com/M/title-exact?Rent-a-Kid%20(1995),Rent-a-Kid (1995)
1044,"Paper, The","Paper, The (1994)",1994,"http://us.imdb.com/M/title-exact?Paper,%20The%20(1994)","Paper, The (1994)"
1045,Fearless,Fearless (1993),1993,http://us.imdb.com/M/title-exact?Fearless%20(1993),Fearless (1993)
1046,Malice,Malice (1993),1993,http://us.imdb.com/M/title-exact?Malice%20(1993),Malice (1993)
1047,Multiplicity,Multiplicity (1996),1996,http://us.imdb.com/M/title-exact?Multiplicity%20(1996),Multiplicity (1996)
1048,She's the One,She's the One (1996),1996,http://us.imdb.com/M/title-exact?She's%20the%20One%20(1996),She's the One (1996)
1049,House Arrest,House Arrest (1996),1996,http://us.imdb.com/Title?House+Arrest+(1996/I),House Arrest (1996/I)
1050,"Ghost and Mrs. Muir, The","Ghost and Mrs. Muir, The (1947)",1947,"http://us.imdb.com/M/title-exact?Ghost%20and%20Mrs.%20Muir,%20The%20(1947)","Ghost and Mrs. Muir, The (1947)"
1051,"Associate, The","Associate, The (1996)",1996,"http://us.imdb.com/M/title-exact?Associate,%20The%20(1996)","Associate, The (1996)"
1052,Dracula: Dead and Loving It,Dracula: Dead and Loving It (1995),1995,http://us.imdb.com/M/title-exact?Dracula:%20Dead%20and%20Loving%20It%20(1995),Dracula: Dead and Loving It (1995)
1053,Now and Then,Now and Then (1995),1995,http://us.imdb.com/M/title-exact?Now%20and%20Then%20(1995),Now and Then (1995)
1054,Mr. Wrong,Mr. Wrong (1996),1996,http://us.imdb.com/M/title-exact?Mr.%20Wrong%20(1996),Mr. Wrong (1996)
1055,"Simple Twist of Fate, A","Simple Twist of Fate, A (1994)",1994,"http://us.imdb.com/M/title-exact?Simple%20Twist%20of%20Fate,%20A%20(1994)","Simple Twist of Fate, A (1994)"
1056,Cronos,Cronos (1992),1992,http://us.imdb.com/M/title-exact?Cronos%20(1992),Cronos (1992)
1057,"Pallbearer, The","Pallbearer, The (1996)",1996,"http://us.imdb.com/M/title-exact?Pallbearer,%20The%20(1996)","Pallbearer, The (1996)"
1058,"War, The","War, The (1994)",1994,"http://us.imdb.com/M/title-exact?War,%20The%20(1994)","War, The (1994)"
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996,http://us.imdb.com/M/title-exact?Don't%20Be%20a%20Menace%20(1996),Don't Be a Menace (1996)
1060,"Adventures of Pinocchio, The","Adventures of Pinocchio, The (1996)",1996,"http://us.imdb.com/M/title-exact?Adventures%20of%20Pinocchio,%20The%20(1996)","Adventures of Pinocchio, The (1996)"
1061,"Evening Star, The","Evening Star, The (1996)",1996,"http://us.imdb.com/M/title-exact?Evening%20Star,%20The%20(1996)","Evening Star, The (1996)"
1062,Four Days in September,Four Days in September (1997),1997,http://us.imdb.com/M/title-exact?imdb-title-119815,imdb-title-119815
1063,"Little Princess, A","Little Princess, A (1995)",1995,"http://us.imdb.com/M/title-exact?Little%20Princess,%20A%20(1995)","Little Princess, A (1995)"
1064,Crossfire,Crossfire (1947),1947,http://us.imdb.com/M/title-exact?Crossfire%20(1947),Crossfire (1947)
1065,Koyaanisqatsi,Koyaanisqatsi (1983),1983,http://us.imdb.com/M/title-exact?Koyaanisqatsi%20(1983),Koyaanisqatsi (1983)
1066,Balto,Balto (1995),1995,http://us.imdb.com/M/title-exact?Balto%20(1995),Balto (1995)
1067,Bottle Rocket,Bottle Rocket (1996),1996,http://us.imdb.com/M/title-exact?Bottle%20Rocket%20(1996),Bottle Rocket (1996)
